District,Average_crimes,Rank_by_crimes,Average_price,under_300_count,from_300_to_600,from_600_to_900,above_900_count,Rank_by_prices,Modern,Old,Average_heating_price,Heating_prices_rank,Average_area,Rank_by_area,Average_rooms_number,Average_rooms_number_ranked,Ranked_by_CC_distance,Final
Centras,20.7,11.0,698.0,10,45,56,19,11.0,27,63,77.2,10.0,62.5,1.0,2.1769230769230767,9.0,1.0,0.7
