names,total_price,price_per_meter,area,rooms_number,build_year,building_type,equipment,heating_system,avg_heating_price,crimes
"Kaunas, Eiguliai, Šiaurės pr., Room rent",195 €,"(10,8 €/m²)",18 m²,1,1991,Brick,Fully equipped,Central,,"['august', '25', 'september', '24', 'october', '11', 'november', '21', 'december', '14', 'january', '5', 'february', '6', 'march', '13', 'april', '17', 'may', '28', 'june', '6', 'july', '20', 'august', '19', 'september', '18', 'october', '17', 'november', '12', 'december', '12', 'january', '16', 'february', '13', 'march', '7', 'april', '17', 'may', '16', 'june', '8', 'july', '6']"
"Kaunas, Gričiupis, A. Baranausko g., 2 rooms flat for rent",400 €,"(11,4 €/m²)",35 m²,2,1971,Brick,Fully equipped,Central,"42,00 €/month~ 1,20 €/m²","['2024-10', '0.37', '2024-11', '1.21', '2024-12', '1.57', '2025-01', '1.63', '2025-02', '1.86', '2025-03', '1.27', '2025-04', '0.49', 'august', '17', 'september', '11', 'october', '13', 'november', '8', 'december', '8', 'january', '2', 'february', '6', 'march', '5', 'april', '11', 'may', '8', 'june', '18', 'july', '9', 'august', '11', 'september', '11', 'october', '4', 'november', '13', 'december', '12', 'january', '5', 'february', '14', 'march', '11', 'april', '6', 'may', '5', 'june', '4', 'july', '3']"
"Kaunas, Šilainiai, Naujakurių g., 2 rooms flat for rent",600 €,"(11,5 €/m²)",52 m²,2,,Block house,Fully equipped,Central,"22,36 €/month~ 0,43 €/m²","['2024-10', '0.17', '2024-11', '0.46', '2024-12', '0.58', '2025-01', '0.59', '2025-02', '0.63', '2025-03', '0.41', '2025-04', '0.14', 'august', '3', 'september', '1', 'october', '1', 'november', '0', 'december', '6', 'january', '2', 'february', '1', 'march', '7', 'april', '1', 'may', '0', 'june', '3', 'july', '4', 'august', '2', 'september', '8', 'october', '2', 'november', '7', 'december', '0', 'january', '1', 'february', '9', 'march', '1', 'april', '5', 'may', '5', 'june', '3', 'july', '2']"
"Kaunas, Kalniečiai, Šiaurės pr., 2 rooms flat for rent",450 €,"(8,8 €/m²)",51 m²,2,1980,Block house,Fully equipped,Central,"59,16 €/month~ 1,16 €/m²","['2024-10', '0.49', '2024-11', '1.19', '2024-12', '1.51', '2025-01', '1.54', '2025-02', '1.74', '2025-03', '1.22', '2025-04', '0.46', 'august', '10', 'september', '17', 'october', '12', 'november', '6', 'december', '7', 'january', '12', 'february', '12', 'march', '13', 'april', '10', 'may', '22', 'june', '6', 'july', '13', 'august', '18', 'september', '11', 'october', '10', 'november', '7', 'december', '8', 'january', '12', 'february', '10', 'march', '11', 'april', '9', 'may', '17', 'june', '10', 'july', '3']"
"Kaunas, Centras, Gedimino g., 2 rooms flat for rent",1 000 €,"(20,6 €/m²)","48,5 m²",2,2018,Brick,Fully equipped,Central thermostat,,"['august', '14', 'september', '30', 'october', '15', 'november', '7', 'december', '16', 'january', '8', 'february', '15', 'march', '6', 'april', '14', 'may', '13', 'june', '9', 'july', '16', 'august', '13', 'september', '17', 'october', '7', 'november', '24', 'december', '15', 'january', '16', 'february', '9', 'march', '18', 'april', '15', 'may', '10', 'june', '16', 'july', '16']"
"Kaunas, Sargėnai, Vandžiogalos pl., 2 rooms flat for rent",550 €,"(11,0 €/m²)",50 m²,2,1973,Brick,Fully equipped,Central,"56,50 €/month~ 1,13 €/m²","['2024-10', '0.44', '2024-11', '1.13', '2024-12', '1.46', '2025-01', '1.51', '2025-02', '1.72', '2025-03', '1.17', '2025-04', '0.49', 'august', '1', 'september', '3', 'october', '2', 'november', '1', 'december', '5', 'january', '1', 'february', '4', 'march', '2', 'april', '2', 'may', '0', 'june', '1', 'july', '2', 'august', '0', 'september', '0', 'october', '3', 'november', '7', 'december', '1', 'january', '4', 'february', '3', 'march', '3', 'april', '1', 'may', '1', 'june', '2', 'july', '0']"
"Kaunas, Žemieji Šančiai, A. Juozapavičiaus pr., 2 rooms flat for rent",620 €,"(9,6 €/m²)","64,89 m²",2,,Brick,Fully equipped,Central thermostat,"36,99 €/month~ 0,57 €/m²","['2024-10', '0.19', '2024-11', '0.58', '2024-12', '0.79', '2025-01', '0.82', '2025-02', '0.9', '2025-03', '0.52', '2025-04', '0.21', 'august', '2', 'september', '6', 'october', '3', 'november', '8', 'december', '4', 'january', '10', 'february', '12', 'march', '1', 'april', '10', 'may', '4', 'june', '4', 'july', '6', 'august', '9', 'september', '4', 'october', '3', 'november', '3', 'december', '8', 'january', '3', 'february', '3', 'march', '12', 'april', '5', 'may', '10', 'june', '3', 'july', '3']"
"Kaunas, Aukštieji Šančiai, Prancūzų g., 2 rooms flat for rent",450 €,"(10,0 €/m²)",45 m²,2,1986,Monolithic,Fully equipped,Central,"42,30 €/month~ 0,94 €/m²","['2024-10', '0.3', '2024-11', '0.9', '2024-12', '1.32', '2025-01', '1.36', '2025-02', '1.53', '2025-03', '0.88', '2025-04', '0.28', 'august', '1', 'september', '2', 'october', '0', 'november', '0', 'december', '2', 'january', '0', 'february', '3', 'march', '4', 'april', '2', 'may', '0', 'june', '8', 'july', '6', 'august', '0', 'september', '3', 'october', '5', 'november', '2', 'december', '2', 'january', '3', 'february', '1', 'march', '8', 'april', '5', 'may', '8', 'june', '3', 'july', '7']"
"Kaunas, Centras, S. Daukanto g., 1 room flat for rent",690 €,"(19,2 €/m²)",36 m²,1,1974,Brick,Fully equipped,Central,"29,88 €/month~ 0,83 €/m²","['2024-10', '0.27', '2024-11', '0.65', '2024-12', '1.17', '2025-01', '1.24', '2025-02', '1.37', '2025-03', '0.83', '2025-04', '0.28', 'august', '48', 'september', '48', 'october', '36', 'november', '13', 'december', '25', 'january', '19', 'february', '19', 'march', '24', 'april', '39', 'may', '47', 'june', '46', 'july', '25', 'august', '25', 'september', '51', 'october', '20', 'november', '27', 'december', '23', 'january', '35', 'february', '24', 'march', '27', 'april', '26', 'may', '23', 'june', '29', 'july', '25']"
"Kaunas, Žemutiniai Kaniūkai, Antagynės g., 3 rooms flat for rent",750 €,"(12,1 €/m²)",62 m²,3,2015,Brick,Fully equipped,Gas,,"['august', '0', 'september', '0', 'october', '0', 'november', '2', 'december', '1', 'january', '0', 'february', '1', 'march', '1', 'april', '0', 'may', '0', 'june', '0', 'july', '1', 'august', '1', 'september', '1', 'october', '0', 'november', '0', 'december', '1', 'january', '1', 'february', '0', 'march', '0', 'april', '1', 'may', '2', 'june', '2', 'july', '2']"
"Kaunas, Dainava, Kovo 11-osios g., 1 room flat for rent",320 €,"(11,2 €/m²)","28,62 m²",1,1974,Block house,Fully equipped,Central,"24,33 €/month~ 0,85 €/m²","['2024-10', '0.28', '2024-11', '0.9', '2024-12', '1.18', '2025-01', '1.21', '2025-02', '1.22', '2025-03', '0.84', '2025-04', '0.33', 'august', '21', 'september', '21', 'october', '14', 'november', '21', 'december', '27', 'january', '16', 'february', '15', 'march', '24', 'april', '23', 'may', '26', 'june', '29', 'july', '21', 'august', '37', 'september', '56', 'october', '42', 'november', '37', 'december', '13', 'january', '12', 'february', '20', 'march', '14', 'april', '12', 'may', '12', 'june', '11', 'july', '16']"
"Kaunas, Dainava, Partizanų g., 2 rooms flat for rent",580 €,"(17,1 €/m²)",34 m²,2,2022,Brick,Fully equipped,Central thermostat,"11,56 €/month~ 0,34 €/m²","['2024-10', '0.1', '2024-11', '0.37', '2024-12', '0.49', '2025-01', '0.51', '2025-02', '0.55', '2025-03', '0.3', '2025-04', '0.09', 'august', '6', 'september', '9', 'october', '15', 'november', '9', 'december', '17', 'january', '18', 'february', '6', 'march', '4', 'april', '10', 'may', '5', 'june', '14', 'july', '8', 'august', '7', 'september', '20', 'october', '27', 'november', '12', 'december', '2', 'january', '5', 'february', '6', 'march', '3', 'april', '5', 'may', '10', 'june', '6', 'july', '6']"
"Kaunas, Dainava, Partizanų g., 1 room flat for rent",290 €,"(16,1 €/m²)",18 m²,1,1984,Block house,Fully equipped,Central,"17,64 €/month~ 0,98 €/m²","['2024-10', '0.42', '2024-11', '0.98', '2024-12', '1.24', '2025-01', '1.3', '2025-02', '1.51', '2025-03', '0.99', '2025-04', '0.4', 'august', '14', 'september', '24', 'october', '27', 'november', '26', 'december', '6', 'january', '23', 'february', '20', 'march', '23', 'april', '7', 'may', '14', 'june', '16', 'july', '15', 'august', '32', 'september', '18', 'october', '18', 'november', '17', 'december', '16', 'january', '25', 'february', '10', 'march', '16', 'april', '21', 'may', '24', 'june', '14', 'july', '21']"
"Kaunas, Žaliakalnis, Aušros g., 4 rooms flat for rent",1 500 €,"(11,9 €/m²)",126 m²,4,2008,Brick,Fully equipped,Central thermostat,"89,46 €/month~ 0,71 €/m²","['2024-10', '0.14', '2024-11', '0.89', '2024-12', '0.25', '2025-01', '1.11', '2025-02', '1.79', '2025-03', '0.43', '2025-04', '0.37', 'august', '1', 'september', '22', 'october', '32', 'november', '30', 'december', '26', 'january', '11', 'february', '9', 'march', '9', 'april', '5', 'may', '6', 'june', '5', 'july', '6', 'august', '18', 'september', '5', 'october', '11', 'november', '8', 'december', '11', 'january', '12', 'february', '5', 'march', '2', 'april', '6', 'may', '4', 'june', '11', 'july', '6']"
"Kaunas, Žemieji Šančiai, Vokiečių g., 2 rooms flat for rent",800 €,"(12,7 €/m²)",63 m²,2,2022,Brick,Fully equipped,Central thermostat,,"['august', '0', 'september', '0', 'october', '1', 'november', '0', 'december', '1', 'january', '0', 'february', '2', 'march', '4', 'april', '0', 'may', '0', 'june', '0', 'july', '1', 'august', '1', 'september', '0', 'october', '1', 'november', '0', 'december', '2', 'january', '1', 'february', '1', 'march', '4', 'april', '0', 'may', '2', 'june', '2', 'july', '2']"
"Kaunas, Sargėnai, Vandžiogalos pl., 1 room flat for rent",390 €,"(10,8 €/m²)",36 m²,1,1990,Brick,Fully equipped,Central,,"['august', '1', 'september', '3', 'october', '2', 'november', '1', 'december', '5', 'january', '1', 'february', '4', 'march', '2', 'april', '2', 'may', '0', 'june', '1', 'july', '2', 'august', '1', 'september', '0', 'october', '4', 'november', '7', 'december', '1', 'january', '4', 'february', '3', 'march', '3', 'april', '1', 'may', '1', 'june', '2', 'july', '0']"
"Kaunas, Eiguliai, Sukilėlių pr., Room rent",230 €,"(13,5 €/m²)",17 m²,1,1987,Block house,Fully equipped,"Central, sun energy","15,47 €/month~ 0,91 €/m²","['2024-10', '0.32', '2024-11', '0.83', '2024-12', '1.09', '2025-01', '1.15', '2025-02', '1.49', '2025-03', '1.09', '2025-04', '0.41', 'august', '12', 'september', '12', 'october', '5', 'november', '10', 'december', '9', 'january', '4', 'february', '7', 'march', '9', 'april', '5', 'may', '5', 'june', '5', 'july', '19', 'august', '8', 'september', '3', 'october', '12', 'november', '10', 'december', '6', 'january', '7', 'february', '12', 'march', '11', 'april', '4', 'may', '10', 'june', '8', 'july', '3']"
"Kaunas, Aleksotas, Europos pr., 2 rooms flat for rent",600 €,"(15,4 €/m²)",39 m²,2,,Brick,Fully equipped,Electric,,"['august', '4', 'september', '0', 'october', '1', 'november', '0', 'december', '0', 'january', '0', 'february', '0', 'march', '0', 'april', '1', 'may', '2', 'june', '0', 'july', '0', 'august', '8', 'september', '0', 'october', '1', 'november', '3', 'december', '2', 'january', '0', 'february', '1', 'march', '0', 'april', '0', 'may', '3', 'june', '2', 'july', '2']"
"Kaunas, Dainava, Partizanų g., 1 room flat for rent",349 €,"(11,6 €/m²)",30 m²,1,1973,Block house,Fully equipped,Central,"35,40 €/month~ 1,18 €/m²","['2024-10', '0.52', '2024-11', '1.32', '2024-12', '1.44', '2025-01', '1.53', '2025-02', '1.81', '2025-03', '1.14', '2025-04', '0.48', 'august', '8', 'september', '26', 'october', '18', 'november', '10', 'december', '16', 'january', '15', 'february', '18', 'march', '14', 'april', '17', 'may', '22', 'june', '11', 'july', '30', 'august', '23', 'september', '21', 'october', '11', 'november', '14', 'december', '11', 'january', '11', 'february', '6', 'march', '8', 'april', '11', 'may', '10', 'june', '9', 'july', '4']"
"Kaunas, Žaliakalnis, B. Sruogos g., 2 rooms flat for rent",650 €,"(9,6 €/m²)","67,45 m²",2,,Brick,Fully equipped,Gas,,"['august', '18', 'september', '9', 'october', '10', 'november', '7', 'december', '5', 'january', '6', 'february', '5', 'march', '6', 'april', '6', 'may', '5', 'june', '11', 'july', '5', 'august', '10', 'september', '5', 'october', '5', 'november', '3', 'december', '8', 'january', '3', 'february', '9', 'march', '6', 'april', '5', 'may', '1', 'june', '4', 'july', '2']"
"Kaunas, Senamiestis, Vilniaus g., 2 rooms flat for rent",499 €,"(9,2 €/m²)",54 m²,2,1920,Brick,Fully equipped,Central,"59,40 €/month~ 1,10 €/m²","['2024-10', '0.44', '2024-11', '1.09', '2024-12', '1.46', '2025-01', '1.49', '2025-02', '1.67', '2025-03', '1.11', '2025-04', '0.42', 'august', '12', 'september', '29', 'october', '14', 'november', '16', 'december', '23', 'january', '16', 'february', '22', 'march', '16', 'april', '13', 'may', '22', 'june', '18', 'july', '23', 'august', '11', 'september', '16', 'october', '27', 'november', '22', 'december', '11', 'january', '18', 'february', '18', 'march', '14', 'april', '13', 'may', '11', 'june', '8', 'july', '13']"
"Kaunas, Dainava, Kovo 11-osios g., 2 rooms flat for rent",300 €,"(6,0 €/m²)",50 m²,2,1983,Block house,Fully equipped,Central,,"['august', '19', 'september', '22', 'october', '17', 'november', '9', 'december', '30', 'january', '12', 'february', '29', 'march', '29', 'april', '14', 'may', '23', 'june', '19', 'july', '12', 'august', '22', 'september', '40', 'october', '27', 'november', '21', 'december', '10', 'january', '21', 'february', '19', 'march', '10', 'april', '11', 'may', '8', 'june', '9', 'july', '7']"
"Kaunas, Vilijampolė, Varnių g., 1 room flat for rent",349 €,"(12,5 €/m²)",28 m²,1,1967,Brick,Fully equipped,Central,"42,00 €/month~ 1,50 €/m²","['2024-10', '0.5', '2024-11', '1.48', '2024-12', '1.91', '2025-01', '2.08', '2025-02', '2.34', '2025-03', '1.56', '2025-04', '0.64', 'august', '19', 'september', '11', 'october', '7', 'november', '6', 'december', '11', 'january', '18', 'february', '12', 'march', '19', 'april', '12', 'may', '18', 'june', '25', 'july', '28', 'august', '10', 'september', '13', 'october', '13', 'november', '14', 'december', '17', 'january', '10', 'february', '10', 'march', '4', 'april', '11', 'may', '11', 'june', '11', 'july', '14']"
"Kaunas, Kalniečiai, Šiaurės pr., 2 rooms flat for rent",385 €,"(6,9 €/m²)",56 m²,2,1986,Block house,Fully equipped,Central,,"['august', '3', 'september', '5', 'october', '5', 'november', '5', 'december', '2', 'january', '5', 'february', '10', 'march', '7', 'april', '9', 'may', '10', 'june', '7', 'july', '18', 'august', '10', 'september', '10', 'october', '6', 'november', '4', 'december', '5', 'january', '8', 'february', '5', 'march', '5', 'april', '1', 'may', '11', 'june', '8', 'july', '1']"
"Kaunas, Dainava, Partizanų g., 2 rooms flat for rent",500 €,"(8,9 €/m²)",56 m²,2,1976,Brick,Fully equipped,Central,"49,84 €/month~ 0,89 €/m²","['2024-10', '0.31', '2024-11', '0.91', '2024-12', '1.19', '2025-01', '1.23', '2025-02', '1.43', '2025-03', '0.82', '2025-04', '0.33', 'august', '7', 'september', '13', 'october', '17', 'november', '14', 'december', '16', 'january', '20', 'february', '6', 'march', '5', 'april', '14', 'may', '7', 'june', '13', 'july', '11', 'august', '10', 'september', '20', 'october', '27', 'november', '11', 'december', '3', 'january', '5', 'february', '9', 'march', '3', 'april', '4', 'may', '10', 'june', '7', 'july', '9']"
"Kaunas, Centras, K. Donelaičio g., 2 rooms flat for rent",650 €,"(12,3 €/m²)",53 m²,2,1957,Brick,Fully equipped,Gas,,"['august', '47', 'september', '39', 'october', '41', 'november', '15', 'december', '28', 'january', '15', 'february', '24', 'march', '22', 'april', '31', 'may', '22', 'june', '28', 'july', '20', 'august', '24', 'september', '38', 'october', '18', 'november', '29', 'december', '22', 'january', '30', 'february', '25', 'march', '29', 'april', '21', 'may', '22', 'june', '25', 'july', '27']"
"Kaunas, Centras, Parodos g., 2 rooms flat for rent",650 €,"(10,9 €/m²)","59,61 m²",2,1918,Brick,Fully equipped,Central,"75,70 €/month~ 1,27 €/m²","['2024-10', '0.58', '2024-11', '1.26', '2024-12', '1.53', '2025-01', '1.78', '2025-02', '1.87', '2025-03', '1.41', '2025-04', '0.48', 'august', '24', 'september', '28', 'october', '15', 'november', '23', 'december', '30', 'january', '19', 'february', '28', 'march', '19', 'april', '20', 'may', '30', 'june', '28', 'july', '35', 'august', '25', 'september', '28', 'october', '20', 'november', '32', 'december', '20', 'january', '20', 'february', '17', 'march', '23', 'april', '14', 'may', '16', 'june', '20', 'july', '22']"
"Kaunas, Žemieji Šančiai, A. Juozapavičiaus pr., 2 rooms flat for rent",730 €,"(16,6 €/m²)",44 m²,2,2023,Monolithic,Fully equipped,Central thermostat,,"['august', '3', 'september', '7', 'october', '0', 'november', '10', 'december', '2', 'january', '8', 'february', '4', 'march', '0', 'april', '1', 'may', '9', 'june', '2', 'july', '4', 'august', '0', 'september', '8', 'october', '3', 'november', '1', 'december', '2', 'january', '4', 'february', '1', 'march', '2', 'april', '0', 'may', '2', 'june', '0', 'july', '3']"
"Kaunas, Centras, Laisvės al., 1 room flat for rent",580 €,"(16,6 €/m²)",35 m²,1,,Brick,Fully equipped,Gas,,"['august', '7', 'september', '21', 'october', '11', 'november', '12', 'december', '18', 'january', '12', 'february', '19', 'march', '24', 'april', '28', 'may', '47', 'june', '41', 'july', '19', 'august', '14', 'september', '30', 'october', '22', 'november', '27', 'december', '9', 'january', '26', 'february', '18', 'march', '11', 'april', '25', 'may', '24', 'june', '13', 'july', '14']"
"Kaunas, Centras, Vytauto pr., 2 rooms flat for rent",500 €,"(11,1 €/m²)",45 m²,2,1990,Brick,Fully equipped,Central,,"['august', '41', 'september', '41', 'october', '65', 'november', '42', 'december', '37', 'january', '33', 'february', '35', 'march', '28', 'april', '64', 'may', '25', 'june', '36', 'july', '32', 'august', '17', 'september', '22', 'october', '29', 'november', '25', 'december', '22', 'january', '47', 'february', '21', 'march', '28', 'april', '30', 'may', '32', 'june', '23', 'july', '23']"
"Kaunas, Eiguliai, Ukmergės g., 1 room flat for rent",400 €,"(11,4 €/m²)",35 m²,1,1997,Block house,Fully equipped,Central,,"['august', '22', 'september', '15', 'october', '5', 'november', '28', 'december', '18', 'january', '5', 'february', '12', 'march', '14', 'april', '15', 'may', '14', 'june', '6', 'july', '10', 'august', '15', 'september', '12', 'october', '15', 'november', '12', 'december', '5', 'january', '12', 'february', '8', 'march', '5', 'april', '7', 'may', '17', 'june', '4', 'july', '4']"
"Kaunas, Centras, A. Mickevičiaus g., 3 rooms flat for rent",950 €,"(11,9 €/m²)",80 m²,3,1950,Brick,Fully equipped,Central,"80,80 €/month~ 1,01 €/m²","['2024-10', '0.35', '2024-11', '0.83', '2024-12', '1.31', '2025-01', '1.43', '2025-02', '1.59', '2025-03', '1.14', '2025-04', '0.45', 'august', '17', 'september', '28', 'october', '24', 'november', '5', 'december', '28', 'january', '9', 'february', '15', 'march', '11', 'april', '12', 'may', '12', 'june', '9', 'july', '14', 'august', '11', 'september', '16', 'october', '11', 'november', '16', 'december', '14', 'january', '14', 'february', '7', 'march', '15', 'april', '11', 'may', '8', 'june', '11', 'july', '17']"
"Kaunas, Žemieji Šančiai, A. Juozapavičiaus pr., 2 rooms flat for rent",1 000 €,"(16,1 €/m²)",62 m²,2,2022,Monolithic,Fully equipped,"Central, central thermostat","39,06 €/month~ 0,63 €/m²","['2024-10', '0.28', '2024-11', '0.67', '2024-12', '0.88', '2025-01', '0.98', '2025-02', '0.93', '2025-03', '0.5', '2025-04', '0.15', 'august', '2', 'september', '6', 'october', '1', 'november', '3', 'december', '2', 'january', '7', 'february', '3', 'march', '1', 'april', '5', 'may', '3', 'june', '2', 'july', '2', 'august', '0', 'september', '5', 'october', '3', 'november', '3', 'december', '2', 'january', '4', 'february', '0', 'march', '2', 'april', '0', 'may', '1', 'june', '0', 'july', '2']"
"Kaunas, Dainava, V. Krėvės pr., 1 room flat for rent",480 €,"(12,6 €/m²)",38 m²,1,2010,Block house,Fully equipped,Electric,"19,38 €/month~ 0,51 €/m²","['2024-10', '0.12', '2024-11', '0.44', '2024-12', '0.63', '2025-01', '0.87', '2025-02', '0.81', '2025-03', '0.48', '2025-04', '0.19', 'august', '15', 'september', '30', 'october', '12', 'november', '16', 'december', '12', 'january', '23', 'february', '21', 'march', '34', 'april', '13', 'may', '39', 'june', '20', 'july', '23', 'august', '27', 'september', '34', 'october', '18', 'november', '27', 'december', '6', 'january', '6', 'february', '14', 'march', '23', 'april', '10', 'may', '3', 'june', '7', 'july', '4']"
"Kaunas, Dainava, V. Krėvės pr., 1 room flat for rent",400 €,"(13,4 €/m²)","29,75 m²",1,1992,Block house,Fully equipped,Central,"22,91 €/month~ 0,77 €/m²","['2024-10', '0.28', '2024-11', '0.77', '2024-12', '1.02', '2025-01', '1.05', '2025-02', '1.21', '2025-03', '0.78', '2025-04', '0.29', 'august', '23', 'september', '26', 'october', '14', 'november', '19', 'december', '21', 'january', '16', 'february', '32', 'march', '42', 'april', '17', 'may', '41', 'june', '12', 'july', '29', 'august', '17', 'september', '24', 'october', '25', 'november', '33', 'december', '12', 'january', '26', 'february', '19', 'march', '29', 'april', '15', 'may', '13', 'june', '6', 'july', '8']"
"Kaunas, Centras, Karaliaus Mindaugo pr., 2 rooms flat for rent",870 €,"(17,8 €/m²)","48,96 m²",2,1985,Brick,Fully equipped,Central,"57,77 €/month~ 1,18 €/m²","['2024-10', '0.46', '2024-11', '1.14', '2024-12', '1.67', '2025-01', '1.71', '2025-02', '1.61', '2025-03', '1.13', '2025-04', '0.51', 'august', '45', 'september', '34', 'october', '29', 'november', '11', 'december', '20', 'january', '9', 'february', '17', 'march', '28', 'april', '35', 'may', '46', 'june', '40', 'july', '19', 'august', '20', 'september', '42', 'october', '18', 'november', '19', 'december', '19', 'january', '25', 'february', '21', 'march', '23', 'april', '28', 'may', '24', 'june', '19', 'july', '20']"
"Kaunas, Aleksotas, T. Ivanausko g., 3 rooms flat for rent",890 €,"(14,8 €/m²)",60 m²,3,1997,Brick,Fully equipped,Gas,,"['august', '0', 'september', '4', 'october', '0', 'november', '0', 'december', '0', 'january', '1', 'february', '1', 'march', '1', 'april', '0', 'may', '0', 'june', '3', 'july', '0', 'august', '0', 'september', '1', 'october', '0', 'november', '0', 'december', '0', 'january', '0', 'february', '0', 'march', '1', 'april', '0', 'may', '0', 'june', '0', 'july', '0']"
